longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.09,34.01,37,106,18,27,12,4.0556,131300
-117.09,34.07,24,6260,1271,3132,1189,2.5156,103000
-117.12,34.06,38,281,55,151,52,1.3906,120800
-117.13,34.06,4,3078,510,1341,486,4.9688,163200
-117.13,34.07,34,2405,541,1342,514,2.8031,86900
-117.08,34.08,34,45,11,39,14,3.0625,500001
-117.12,34.04,25,2495,438,1071,405,4.8173,146600
-117.07,34.05,14,5764,1006,1876,841,1.9694,173200
-117.03,34.07,16,3784,577,1615,525,4.2333,220300
-117.02,34.03,19,4415,648,1627,619,4.2361,191600
-117.03,34.02,26,3909,670,1884,665,4.1361,121000
-117.01,34.01,15,5592,891,2419,840,4.7193,135200
-116.98,34.05,6,2290,312,957,274,7.2708,316700
-117.05,34.04,23,3967,766,1518,698,2.29,111800
-117.1,34.03,24,4144,826,2127,772,2.5172,96000
-117.08,34.03,23,3862,699,2082,652,3.154,115700
-117.08,34.02,20,3111,563,1453,538,3.3365,122800
-117.06,34.02,24,3912,809,1926,762,2.6875,116300
-117.05,34.02,21,3098,646,1351,614,2.598,106700
-117.05,34.01,27,5484,1205,2645,1131,2.1927,116700
-117.04,34.02,24,4663,1213,1851,1116,1.4418,103500
-117.05,34.03,28,3009,698,1200,626,1.3993,104600
-117.06,34.03,27,1945,446,859,418,1.5203,126200
-117.03,34.03,26,3501,664,1860,681,3.0403,113500
-117.04,34.03,29,3375,795,1760,699,2.7028,92000
-117.04,34.04,30,3474,735,1674,691,2.5863,98300
-117.29,35.54,35,7922,1636,3431,1329,3.4145,40400
-117.37,34.59,39,8193,1747,6852,1597,2.3832,35000
-117.62,34.44,6,8884,1687,3767,1334,3.599,140200
-117.56,34.42,6,4264,749,2005,666,3.4695,138800
-117.51,34.41,5,2884,567,1396,465,3.7361,119600
-117.44,34.45,6,6068,1137,3094,947,3.5167,130900
-117.54,34.47,4,6712,1200,3126,1026,3.2277,126500
-117.5,34.66,20,1319,309,486,196,2.0184,84900
-117.42,34.59,8,5445,1360,3220,1214,1.7567,69500
-117.41,34.58,14,859,212,541,181,1.6838,57900
-117.4,34.58,18,755,169,483,165,1.4196,64700
-117.41,34.58,10,2964,668,1853,609,1.6047,73400
-117.54,34.55,5,2949,671,1620,530,2.9479,83300
-117.36,34.54,7,3940,764,2140,711,3.0357,91300
-117.63,34.37,20,7052,1306,2197,810,3.7252,167100
-117.61,34.34,18,5210,912,1301,464,4.8623,176900
-117.53,34.28,35,1529,338,688,256,4.1083,108000
-117.55,34.25,39,1578,317,872,322,4.555,153100
-117.03,34.91,27,2718,583,1472,509,2.825,76600
-117.01,34.9,36,2181,555,1404,492,2.3077,55500
-117.02,34.9,37,1199,351,782,296,1.6515,61600
-117.06,34.9,36,2828,916,1762,736,1.4318,59600
-117.01,34.9,34,2194,519,1326,515,2.1056,72000
-117,34.89,29,2637,512,1188,446,2.99,69400
-117.01,34.89,26,2599,498,1332,443,2.7198,70400
-117.02,34.89,29,3111,661,1530,608,2.8281,69300
-117.04,34.89,37,1884,366,1052,353,3.175,66800
-117.05,34.89,36,1199,260,665,229,3.7065,62000
-117.22,34.44,5,4787,910,1944,806,2.6576,98500
-117.2,34.46,7,8414,1584,5146,1517,3.2794,92500
-117.12,34.46,17,1613,326,765,300,2.6827,110400
-117.11,34.43,14,3026,556,1349,485,2.8021,111200
-117.13,34.39,29,2251,464,855,315,3.4183,104100
-117.25,34.49,4,2372,361,1017,322,5.1112,170900
-117.23,34.49,9,4055,536,1458,478,5.4201,170600
-117.21,34.49,14,2125,348,1067,360,3.6333,116200
-117.2,34.5,10,4201,850,2378,808,2.1781,92200
-117.17,34.49,13,4460,925,2225,840,2.0136,94100
-117.15,34.48,31,265,55,186,55,2.125,64800
-117.18,34.48,8,3561,691,2156,659,2.7778,86900
-117.2,34.48,7,4998,953,2764,891,3.205,101900
-117.22,34.48,7,2449,447,1217,408,3.6646,109900
-117.26,34.53,10,3103,520,1283,464,3.071,151600
-117.25,34.51,7,3200,477,1522,470,4.6914,142200
-117.23,34.51,9,5756,807,2158,758,5.5875,167800
-117.21,34.51,17,4379,629,1720,595,5.086,148400
-117.25,34.53,13,5841,955,2455,915,4.1333,158200
-117.22,34.54,8,12526,2495,6133,2324,2.9072,119200
-117.2,34.52,12,4476,761,2255,735,3.925,118500
-117.17,34.51,15,5151,942,2896,897,3.4875,90800
-117.18,34.54,5,3772,619,2097,635,3.8194,98500
-117.3,34.53,38,1643,489,1196,406,1.2275,64100
-117.3,34.54,31,1174,360,1161,328,1.06,56500
-117.3,34.54,25,2546,488,1338,487,3.2596,85400
-117.31,34.53,26,2299,496,1259,441,2.6125,79900
-117.32,34.55,18,279,59,188,60,0.8246,91700
-117.32,34.54,9,5904,1165,3489,1063,3.125,92800
-117.33,34.53,10,3781,712,2044,685,3.0943,97100
-117.34,34.51,6,5667,1385,2447,1199,2.3617,103100
-117.35,34.5,10,2163,392,1174,362,3.375,98000
-117.34,34.49,9,3293,585,1678,530,3.2941,98300
-117.36,34.48,3,16533,2549,7588,2285,3.9792,122100
-117.3,34.52,34,4493,838,2335,779,3.1635,74300
-117.32,34.51,16,3072,612,1283,604,2.8929,115600
-117.31,34.51,18,2704,698,1611,597,2.0243,82300
-117.28,34.51,10,4676,884,2845,812,3.0181,100400
-117.31,34.5,14,2443,447,883,465,2.1111,116700
-117.32,34.49,7,4584,1051,2049,918,1.6232,93400
-117.29,34.49,3,7689,1545,3804,1399,3.3871,111800
-117.32,34.48,8,4627,887,2739,846,3.0204,93100
-117.27,34.5,7,2045,342,878,292,6.0296,194100
-117.27,34.49,7,2344,351,846,314,4.7361,174500
-117.27,34.48,8,1794,276,690,271,3.662,165300
-117.26,34.48,6,4632,753,1851,694,4.1933,163100
-117.27,34.5,8,3567,543,1133,419,5.3733,302600
-117.25,34.41,13,3682,668,1606,668,2.1875,119700
-117.28,34.41,14,2105,396,960,396,2.9934,118200
-117.29,34.41,11,5934,1380,2756,1239,1.5758,108300
-117.3,34.39,11,3572,592,1876,507,3.6615,105100
-117.27,34.4,8,6042,979,3031,991,3.3438,124400
-117.27,34.39,6,6988,1121,3660,1092,4.2224,125700
-117.31,34.35,9,2404,390,1074,359,5.0198,151900
-117.31,34.41,14,3019,643,1639,582,1.5288,103400
-117.32,34.41,13,2032,348,1038,344,4.2891,120100
-117.33,34.41,13,3684,604,1767,585,3.7478,113500
-117.34,34.39,8,3579,672,2216,630,3.4038,100500
-117.31,34.39,15,1703,273,847,266,3.7917,123400
-117.39,34.38,4,7151,1295,3527,1170,3.5696,129700
-117.3,34.46,8,6246,1273,3883,1264,2.7917,98200
-117.31,34.44,10,1731,299,1056,312,3.6007,104000
-117.31,34.43,16,5130,1172,3126,1046,1.6784,71900
-117.35,34.44,9,11810,2181,6716,2081,3.1821,95600
-117.38,34.44,4,5083,867,2541,856,4.2414,121400
-117.34,34.46,9,5983,1122,3515,1064,3.1505,102000
-117.27,34.42,9,5643,1005,3166,957,3.2077,93300
-117.26,34.43,11,4597,782,2534,776,3.3368,99300
-117.27,34.45,8,6463,1095,3213,1031,3.2215,108800
-116.72,34.89,14,4527,875,1640,590,2.8594,81700
-115.93,35.55,18,1321,272,754,226,3.4028,67500
-115.75,35.23,5,208,78,132,56,2.5333,75000
-115.53,34.91,12,807,199,246,102,2.5391,40000
-116.51,34.85,15,3149,713,1281,486,2,64700
-116.57,35.43,8,9975,1743,6835,1439,2.7138,22500
-116.14,34.45,12,8796,1721,11139,1680,2.2612,137500
-116.32,34.1,10,4256,861,1403,686,2.6618,81000
-116.27,34.13,37,452,109,184,59,3.7292,65800
-116.31,34.13,20,2352,556,1217,481,1.6063,55400
-116.35,34.13,9,1969,406,805,349,1.5491,62300
-116.32,34.14,18,1880,487,994,425,1.69,54200
-116.33,34.15,13,1808,411,735,320,1.5489,57400
-116.29,34.18,15,4203,966,1756,695,2.182,60800
-116.62,34.23,14,6438,1719,1586,691,1.6136,67400
-116.73,34.52,16,1247,315,433,159,1.0568,75000
-116.51,34.45,21,8502,2634,2330,991,1.3811,51300
-116.56,34.06,15,6928,1529,2568,1075,2.5405,69600
-116.44,34.16,19,1867,361,758,321,2.8929,98100
-116.38,34.2,14,4985,1238,2517,954,2.0674,65000
-116.39,34.15,15,5583,1149,2709,964,1.9779,73300
-116.44,34.12,18,5584,1303,2250,1158,1.5823,72400
-116.47,34.07,22,5473,1234,2581,1098,1.9375,65300
-116.43,34.1,17,6683,1296,2677,1227,2.4828,84000
-116.4,34.09,9,4855,872,2098,765,3.2723,97800
-116.4,34.12,16,5648,1089,2524,1008,2.6739,78000
-116.38,34.1,6,2104,348,841,320,4.1458,116300
-116.22,34.21,23,1175,468,355,151,2.2083,42500
-116.14,34.22,32,3298,1228,763,360,1.875,47800
-116.06,34.2,29,1202,290,383,156,1.3371,66900
-116.06,34.15,15,10377,2331,4507,1807,2.2466,66800
-116.09,34.15,13,9444,1997,4166,1482,2.6111,65600
-116.15,34.14,18,3312,705,1251,512,3.0139,82600
-116.05,34.12,19,301,65,150,56,3.125,65600
-116.02,34.18,8,569,97,312,96,4.3021,94500
-115.85,34.2,34,3868,1257,890,423,1.3571,41000
-115.52,34.22,30,540,136,122,63,1.3333,42500
-116,34.12,32,3163,712,1358,544,2.125,57700
-114.94,34.55,20,350,95,119,58,1.625,50000
-114.47,34.4,19,7650,1901,1129,463,1.82,80100
-114.31,34.19,15,5612,1283,1015,472,1.4936,66900
-114.59,34.83,41,812,,375,158,1.7083,48500
-114.65,34.89,17,2556,587,1005,401,1.6991,69100
-114.6,34.83,46,1497,309,787,271,2.1908,48100
-114.61,34.84,48,1291,248,580,211,2.1571,48600
-114.61,34.83,31,2478,464,1346,479,3.212,70400
-114.64,34.83,10,2502,573,1152,481,1.7062,86800
-117.36,34.28,18,3903,715,1388,428,4.2386,157200
-117.28,34.26,18,3895,,1086,375,3.3672,133600
-117.31,34.25,29,4610,,1569,592,2.7663,97900
-117.32,34.24,29,1290,263,323,113,1.9265,103300
-117.3,34.24,38,4116,949,1196,422,3.5625,96500
-117.28,34.24,16,3474,633,853,315,5.2185,128600
-117.27,34.24,34,3687,756,941,367,2.875,117600
-117.26,34.24,10,4750,844,1220,428,4.5536,132400
-117.27,34.23,26,6339,1244,1177,466,3.7708,110400
-117.16,34.26,27,9285,1621,1135,410,2.5446,135200
-117.18,34.3,33,399,87,71,27,1.875,71300
-117.17,34.28,13,4867,718,780,250,7.1997,253800
-117.19,34.27,16,7961,1147,879,280,5.2146,255200
-117.21,34.28,16,3326,569,527,192,5.7421,167600
-117.2,34.26,17,9419,1455,1382,459,6.2233,230900
-117.22,34.26,16,8020,1432,1749,540,4.9716,162500
-117.2,34.24,22,8106,1665,1062,423,3.0434,137200
-117.17,34.25,15,4236,753,703,255,3.5625,165500
-117.21,34.22,31,5454,1053,1408,504,5,161100
-117.07,34.24,21,4773,1047,337,130,3.9375,115000
-117.13,34.24,17,2828,506,673,274,5.2563,144100
-117.15,34.22,10,1039,174,317,109,7.2371,171900
-117.12,34.21,19,4641,994,1334,474,4.5972,123900
-117.1,34.21,22,4397,931,1145,445,4.5268,108400
-117.09,34.22,16,1347,327,271,91,4,87500
-117.06,34.17,21,2520,582,416,151,2.712,89000
-117.13,34.17,17,1181,271,248,114,5.5762,150000
-116.94,34.24,27,12342,2630,1300,566,1.998,153500
-116.91,34.24,23,6379,1636,1350,568,1.6336,124500
-116.9,34.25,16,3018,523,556,244,3.5288,189700
-116.88,34.24,13,4137,796,573,218,4.6394,226500
-116.88,34.25,11,1089,198,230,90,4.9643,176000
-116.87,34.24,15,4419,822,622,267,3.9688,182800
-116.86,34.24,19,5411,1042,441,185,3.1324,132000
-116.86,34.23,13,4760,938,309,132,5.4618,147800
-116.99,34.3,29,5055,1036,410,191,3.5104,157100
-116.89,34.27,13,3661,770,567,228,4.4063,152600
-116.86,34.31,19,1649,328,382,151,4.0556,133000
-116.85,34.26,18,6988,1635,2044,726,2.4308,90600
-116.85,34.26,19,5395,1220,981,366,2.6094,92400
-116.85,34.25,5,5806,1030,569,219,4.0132,163100
-116.83,34.25,15,8948,1985,1316,514,2.7375,90800
-116.82,34.24,11,5799,1527,713,262,2.5147,84700
-116.76,34.29,14,3959,849,1064,376,2.8214,111400
-116.76,34.23,10,4374,989,1020,376,2.6071,89000
-116.98,34.13,16,2098,449,342,143,4.0333,133900
-116.98,34.07,21,739,125,199,82,4.8958,117500
-116.88,34.08,52,3419,777,710,265,3.9028,128600
-116.76,34.14,4,42,10,9,3,0.536,42500
-116.88,34.19,38,898,259,106,52,1.6875,225000
-117.46,34.85,7,9759,1816,2933,1168,3.4912,157700
-117.28,35.13,32,671,166,856,114,2.6477,53300
-116.85,34.98,26,3606,792,1683,608,2.6587,57400
-117.14,34.75,33,552,120,347,97,1.8158,100000
-117.28,34.68,28,1932,421,1156,404,1.8958,55600
-117.06,34.87,14,3348,619,1756,557,3.5987,91400
-117.13,34.88,21,3254,669,1548,545,2.3373,57100
-117.15,34.83,30,5370,1062,2778,944,3.099,66800
-117.19,34.94,31,2034,444,1097,367,2.1522,60800
-117.16,34.9,16,1579,327,934,298,2.7305,73800
-117.08,34.96,28,1777,307,721,259,3.6343,79800
-116.96,34.94,20,2355,467,1198,428,3.9934,88500
-116.99,34.89,24,2741,577,1551,522,3.474,70500
-116.99,34.88,23,6060,1165,2920,1072,3.1528,69000
-117,34.87,16,6862,1292,3562,1126,3.6091,87200
-117.02,34.88,18,2127,443,1168,401,3.0313,80000
-117.03,34.87,7,2245,407,1016,364,3.9464,101500
-116.96,34.83,30,1211,289,611,230,1.6667,44700
-116.9,34.69,10,337,102,108,50,0.4999,55000
-117.24,34.59,4,5027,797,1869,686,3.5507,186100
-117.29,34.57,22,1054,239,428,239,1.2548,68300
-117.1,34.57,6,5110,1044,1938,724,3.1917,112800
-116.9,34.52,20,3481,840,1694,587,1.4,77700
-116.94,34.4,20,6541,1401,2631,980,2.1339,78500
-116.74,33.33,17,4190,946,1802,673,2.4744,158200
-116.68,33.16,26,1820,374,1001,324,2.1797,156300
-116.6,33.06,23,1731,365,612,258,2.7813,172900
-116.58,33.09,36,992,224,334,126,3.0089,134400
-116.56,33.05,15,1985,361,536,209,4.125,148200
-116.61,33.04,11,2522,538,616,269,3.875,198100
-116.66,33.09,24,1378,272,532,188,1.5909,221900
-116.52,32.9,18,4454,852,1754,656,4.57,189900
-116.34,33.36,24,2746,514,731,295,3.3214,176400
-116.32,33.28,19,1791,367,327,185,3.3625,100000
-116.26,33.07,17,934,284,452,184,1.9875,83700
-116.28,32.84,18,382,128,194,69,2.5179,58800
-116.37,33.19,12,4890,1152,1289,570,2.5795,98700
-116.58,32.69,19,4085,876,2133,718,2.919,116500
-116.45,32.65,22,2680,643,1644,516,2.1949,127100
-116.35,32.74,16,2595,606,1046,367,1.7137,110700
-116.2,32.64,28,1608,409,567,254,1.4648,61800
-121.28,37.96,28,1942,724,1618,638,0.9365,52500
-121.28,37.95,49,1200,364,1448,318,1.1094,52500
-121.28,37.95,46,1026,330,1109,333,1.2904,63300
-121.29,37.96,52,888,324,630,258,1.2411,112500
-121.29,37.96,52,287,119,154,85,0.8738,75000
-121.29,37.95,16,761,306,438,282,0.7714,87500
-121.3,37.95,9,674,242,575,193,2.2024,45000
-121.29,37.95,52,107,79,167,53,0.7917,22500
-121.3,37.96,24,1212,366,1202,343,1.7875,76800
-121.31,37.96,48,1112,227,583,216,2.3393,77600
-121.29,37.97,52,1610,480,1025,440,1.2962,110200
-121.29,37.96,48,1778,541,1237,462,1.3438,103100
-121.29,37.96,50,1669,558,1340,484,1.3191,92300
-121.3,37.96,31,2668,812,1398,721,1.125,110400
-121.3,37.96,52,1475,238,736,260,3.6591,105100
-121.3,37.96,52,1354,314,679,311,1.7788,97400
-121.31,37.96,52,2654,468,1157,494,3.226,107600
-121.31,37.96,52,1829,301,694,319,3.3466,92600
-121.28,37.97,47,2348,507,1455,479,1.65,66000
-121.27,37.96,43,1624,448,1805,440,1.425,61300
-121.27,37.95,43,557,165,573,144,1.7212,59000
-121.27,37.95,52,1318,308,1368,310,1.8261,54600
-121.27,37.94,38,512,133,676,124,1.7386,52000
-121.28,37.94,44,1406,357,1489,386,1.4688,56800
-121.28,37.94,48,1766,444,1406,421,1.7039,52700
-121.29,37.95,52,288,86,272,54,0.696,42500
-121.29,37.94,40,2827,655,2037,574,2.0303,63800
-121.32,37.95,40,964,230,742,209,1.2625,43000
-121.31,37.94,41,375,108,323,98,1.9531,45000
-121.3,37.94,40,452,109,412,97,1.3417,60800
-121.3,37.94,52,24,6,23,5,2.375,67500
-121.32,37.94,36,40,10,64,14,2.625,55000
-121.31,37.96,52,1938,332,788,320,3.6094,118400
-121.32,37.96,47,1700,344,922,357,3.1845,87200
-121.32,37.96,46,1832,365,975,373,2.0398,88100
-121.33,37.96,42,1619,340,906,339,2.5488,80300
-121.34,37.96,27,1839,442,2010,416,2.1284,59400
-121.32,37.95,36,747,189,338,145,1.7885,62100
-121.32,37.96,5,123,21,50,20,2.7656,50000
-121.34,37.97,33,2493,454,1203,436,3.765,94600
-121.34,37.96,23,2830,659,1554,654,3.0354,113700
-121.35,37.97,33,3656,681,1698,671,3.1406,93900
-121.36,37.96,32,614,95,227,107,3.9922,247400
-121.35,37.96,21,1343,183,462,193,5.8995,189900
-121.32,37.98,37,3247,643,1737,665,3.066,94100
-121.33,37.98,36,3113,576,1746,544,3.4625,84600
-121.33,37.97,38,3166,575,1351,561,3.5404,91600
-121.32,37.97,46,2270,427,1097,453,3.3235,87800
-121.32,37.97,43,2453,490,1093,438,2.9107,88800
-121.33,37.96,20,1727,386,730,342,2.5195,92600
-121.33,37.97,43,1511,292,721,320,3.5703,87400
-121.33,37.97,36,1953,492,999,371,2.0043,90800
-121.31,37.98,47,3386,663,1228,619,3.0625,141500
-121.3,37.97,52,2980,537,1128,510,4.061,113600
-121.31,37.97,42,1824,277,720,309,5.1915,183700
-121.31,37.97,45,2604,454,988,442,3.6667,123100
-121.29,37.98,42,625,143,533,159,2.625,65400
-121.29,37.97,52,2995,555,1392,503,1.7794,98800
-121.29,37.98,49,2501,565,1171,550,2.5043,76700
-121.3,37.98,47,2373,461,990,444,4.175,98300
-121.3,37.97,52,2259,417,766,385,2.2981,105400
-121.29,37.99,41,930,191,463,185,3.4141,90600
-121.29,37.99,30,1271,528,2019,524,1.5152,81300
-121.3,37.99,38,2375,494,1167,471,2.6673,87500
-121.3,37.98,39,3375,659,1388,631,2.6364,93800
-121.28,37.99,42,495,116,284,97,2.8854,55700
-121.26,37.98,32,3274,820,2050,738,2.1265,55700
-121.27,37.98,43,2608,516,1322,528,2.5714,70000
-121.27,37.98,43,1005,200,492,172,2.6812,72800
-121.28,37.98,52,941,184,414,171,2.1429,69900
-121.29,37.99,45,965,198,498,195,1.6944,75200
-121.27,37.97,39,1023,243,550,224,1.1141,54400
-121.26,37.96,43,527,133,367,152,2.5,63600
-121.27,37.96,43,948,221,749,208,1.962,52700
-121.27,37.96,52,583,114,310,93,2.5625,54200
-121.26,37.98,41,1633,433,885,413,0.9782,54200
-121.25,37.98,39,1765,414,1056,414,1.5329,48300
-121.26,37.97,31,1189,295,891,292,2.5536,50500
-121.25,37.97,34,1288,344,846,293,1.7895,63100
-121.26,37.96,43,940,208,690,181,2.3056,62300
-121.26,37.97,41,2398,448,1143,444,3.0352,69800
-121.25,37.97,41,855,189,716,206,2.0375,75000
-121.26,37.96,35,1511,316,892,304,1.7898,63500
-121.25,37.95,40,1703,362,1208,373,2.0817,55300
-121.26,37.95,44,819,184,677,183,1.725,59300
-121.26,37.95,39,1841,428,1368,390,2.1583,62000
-121.27,37.96,41,461,101,382,79,1.275,54000
-121.26,37.96,40,535,105,335,102,2.5234,62800
-121.25,37.96,26,2205,478,1730,472,2.4866,68300
-121.24,37.96,29,874,217,788,222,1.9187,57700
-121.25,37.95,46,2001,428,1384,401,1.9402,62200
-121.24,37.95,36,361,63,169,62,3.7734,63800
-121.25,37.94,30,1509,308,967,278,1.7798,65900
-121.24,37.94,5,2232,488,1857,435,2.8705,113600
-121.24,37.93,21,1185,237,960,245,2.0893,65000
-121.25,37.94,28,964,232,782,218,2.3269,55900
-121.25,37.93,31,1673,382,1734,400,2.0833,48300
-121.26,37.93,33,2109,531,2248,588,1.4583,53000
-121.26,37.94,43,1610,412,1409,365,1.7574,51700
-121.27,37.93,24,1451,320,1413,283,2.125,61200
-121.28,37.94,35,2680,634,2188,611,1.9375,56700
-121.28,37.92,36,499,115,451,124,2.1705,60300
-121.28,37.94,40,2806,685,2268,635,1.8814,57700
-121.29,37.93,37,2488,578,1854,514,2.551,59100
-121.29,37.93,24,1438,351,1294,342,2.7829,61800
-121.28,37.93,23,1491,346,1223,343,2.1591,67800
-121.28,37.92,30,1061,230,851,195,2.4412,61600
-121.29,37.92,12,1096,240,1175,278,3.1053,73100
-121.28,37.91,31,820,179,576,155,1.69,65900
-121.31,37.93,21,1556,314,1140,304,2.4667,81400
-121.3,37.92,28,3308,766,3201,720,1.7694,73900
-121.24,37.98,33,450,123,236,103,1.1964,80400
-121.24,37.97,47,886,196,517,188,2.1991,67200
-121.24,37.96,37,1175,260,951,267,2.875,57700
-121.23,37.96,37,2351,564,1591,549,1.6563,57200
-121.23,37.96,44,2204,473,1277,435,1.5539,59200
-121.23,37.95,36,811,168,514,152,2.625,89200
-121.22,37.97,37,1514,337,1121,337,2.401,58400
-121.22,37.96,30,1737,381,1177,347,1.9875,56400
-121.22,37.96,31,1484,314,1163,336,2.625,72100
-121.25,37.92,19,2109,427,1742,426,2.4097,66000
-121.23,37.92,28,590,129,315,99,1.8958,85700
-121.36,38,17,4535,762,1562,743,5.3224,225800
-121.35,38,22,3564,730,1539,699,3.675,152400
-121.35,38,6,1649,369,732,350,3.4231,123800
-121.37,38.01,15,2430,315,1016,314,10.0088,242000
-121.35,38.01,15,2682,599,1520,601,3.5982,94400
-121.36,38.01,16,926,230,451,198,4.0221,173300
-121.36,38.01,16,2178,667,1192,579,2.3339,87100
-121.36,38.01,16,1080,166,507,182,4.5278,166900
-121.34,38.01,17,2033,452,1114,446,3.2872,175000
-121.33,38.01,27,1612,234,630,255,5.318,155100
-121.34,38,32,3877,687,1642,647,4.0444,129200
-121.33,38,32,4474,929,2177,884,3.2889,98900
-121.33,38.01,36,1383,207,531,203,5.9191,151900
-121.32,38.01,20,1903,395,919,359,2.6765,96400
-121.32,38.01,36,391,74,171,79,2.7045,102800
-121.32,38,21,1795,482,1114,472,2.0091,101500
-121.32,38,22,2105,521,781,483,2.213,87500
-121.33,38,14,3731,772,1679,750,3.1369,119600
-121.33,37.99,15,4472,1079,1837,976,2.5,175900
-121.34,37.99,11,4487,868,2195,780,3.9615,194600
-121.34,37.99,14,3111,498,1178,525,6.556,234700
-121.31,37.99,15,3103,965,3061,861,1.3729,110300
-121.32,37.98,20,1591,589,1916,536,1.3531,94600
-121.33,37.98,9,2370,424,1129,386,5.143,176500
-121.33,37.98,10,1564,397,643,347,2.7031,150000
-121.36,37.99,8,1801,380,684,350,4.2589,134900
-121.34,37.98,8,2628,428,1158,393,5.3002,191700
-121.33,38.02,33,2854,489,1109,452,4.3008,136400
-121.34,38.02,30,4375,689,2038,709,5.1202,133800
-121.33,38.02,31,1466,,608,254,3.1827,162100
-121.33,38.02,37,1964,315,915,335,4.3008,119800
-121.34,38.03,20,4213,751,2071,714,4.4063,130800
-121.33,38.03,19,1708,291,906,288,4.918,130600
-121.36,38.04,4,2477,359,1234,377,5.5427,162100
-121.35,38.04,5,4303,613,2206,621,5.5842,159100
-121.35,38.04,12,6217,1019,3771,961,3.7206,146000
-121.36,38.04,9,2167,370,1290,351,5.0285,148200
-121.34,38.05,16,667,92,267,90,5.6147,244700
-121.34,38.04,16,3295,565,2279,576,3.6083,146400
-121.33,38.04,15,1933,280,965,260,4.6477,142700
-121.33,38.03,10,629,140,635,146,2.2961,126700
-121.32,38.03,16,4045,623,1862,625,4.875,143100
-121.33,38.04,15,2903,440,1325,423,4.5179,145600
-121.33,38.04,10,1421,204,657,209,5.1878,153900
-121.35,38.03,8,1904,255,895,242,5.7201,155700
-121.34,38.03,12,2707,433,1200,380,4.9861,133500
-121.35,38.02,16,1665,311,1301,259,2.8403,132300
-121.35,38.03,16,3158,515,1596,528,4.1739,131300
-121.36,38.03,14,2356,438,1378,481,3.7375,138800
-121.35,38.02,15,3583,644,2183,643,3.428,140700
-121.36,38.02,5,2229,543,1010,474,4.1719,206100
-121.36,38.03,7,3461,859,1518,741,3.5684,78700
-121.32,38.04,30,249,44,167,45,4.5,92800
-121.31,38.03,24,3050,568,1743,549,3.7413,105300
-121.32,38.03,25,2474,513,1947,524,2.5742,98400
-121.32,38.02,26,2851,533,1544,499,3.5379,99100
-121.31,38.03,18,4893,1008,3036,997,2.5212,110000
-121.29,38,12,4038,1074,3440,942,1.9698,112300
-121.31,37.99,23,3135,707,1650,680,1.886,105300
-121.3,38,23,3706,1106,3785,1019,1.7774,100000
-121.3,38.01,29,2289,449,1215,435,3.2788,100000
-121.3,38,27,2918,580,1338,544,2.6495,116200
-121.31,38,35,2097,351,977,358,4.3958,108400
-121.31,38,19,908,158,306,154,3.9792,131900
-121.31,38.02,24,4157,951,2734,879,2.7981,92100
-121.3,38.01,30,2547,485,1547,501,3.994,95500
-121.32,38.02,23,3251,689,1890,668,3.0729,104800
-121.31,38.01,22,2101,514,1304,511,2.8348,101600
-121.31,38.01,22,2575,680,1367,645,1.4274,90500
-121.3,38.04,8,2668,447,1713,444,4.0156,117600
-121.3,38.03,13,1014,200,712,197,3.1471,102800
-121.3,38.03,10,1409,248,782,222,4.0227,107700
-121.29,38.04,16,2128,441,1860,459,3.1779,97300
-121.29,38.03,16,4356,881,1629,818,2.2672,91100
-121.28,38.03,11,3585,729,2769,715,3.0907,94100
-121.29,38.03,7,2021,441,1615,406,2.5842,111300
-121.28,38.03,11,826,150,684,166,3.9265,107400
-121.29,38.02,12,2006,426,1849,396,2.5437,99000
-121.3,38.02,16,2717,621,3343,643,2.5473,106300
-121.3,38.03,11,2866,654,1404,525,2.505,95000
-121.3,38.02,4,1515,384,491,348,2.8523,87500
-121.29,38,4,1392,322,1784,309,2.375,124500
-121.29,38.01,2,6403,1116,3327,957,4.4871,137900
-121.28,38.02,8,1868,392,1258,389,3.175,95900
-121.29,38.01,10,69,16,50,20,3.75,120800
-121.27,38.05,26,378,75,164,65,3.4107,82800
-121.27,38.02,32,342,58,138,52,2.9821,155000
-121.3,38.05,52,122,26,62,25,1.15,112500
-121.25,38.05,25,1967,362,1035,361,3.5735,106800
-121.25,38.04,26,3080,473,1257,465,4.9861,201800
-121.25,38.01,16,2397,501,1053,557,2.6994,112500
-121.23,38.04,32,1829,262,677,243,6.1805,247900
-121.22,38.04,42,343,50,116,49,5.5376,212500
-121.25,38.03,29,2465,327,859,315,6.6605,220700
-121.22,38,35,1841,300,783,285,2.8167,162100
-121.24,38.01,22,1526,299,790,300,2.4342,125000
-121.25,38,21,446,73,182,57,2.8958,135000
-121.26,37.99,27,429,102,179,90,2.3333,87500
-121.24,38,25,1471,300,721,304,2.4688,126800
-121.23,37.99,38,523,80,226,72,5.5693,153100
-121.23,37.98,27,849,137,373,131,5.0362,181300
-121.2,37.97,39,440,83,270,97,6.0582,157700
-121.19,38.04,35,703,117,290,107,3.225,177100
-121.16,38.03,28,253,50,201,51,1.4732,156300
-121.2,38.02,44,608,108,287,83,3.3882,125000
-121.18,37.99,31,2450,559,1459,478,2.4674,130900
-121.17,37.97,28,1374,248,769,229,3.6389,130400
-121.23,37.95,32,2081,472,1342,411,2.7958,59000
